nro;ubigeo;region;provincia;distrito;centro_poblado;2g;3g;4g;5g;lat;lon
4643;2006080007;PIURA;SULLANA;SALITRAL;AMANCAES;;SI;;;-4.85238;-80.69243333
4644;2006080008;PIURA;SULLANA;SALITRAL;LA PEDRERA;;SI;;;-4.857866667;-80.69485333
4645;2006080009;PIURA;SULLANA;SALITRAL;LA HIDRAULICA;;SI;;;-4.862441667;-80.69523167
4646;2007010001;PIURA;TALARA;PARIÑAS;TALARA;;;SI;;-4.579858878;-81.27185573
4647;2007010006;PIURA;TALARA;PARIÑAS;SACOBSA;;;SI;;-4.57946;-81.19238
4648;2007010007;PIURA;TALARA;PARIÑAS;NEGREIROS;;;SI;;-4.58118116;-81.18693448
4649;2007010008;PIURA;TALARA;PARIÑAS;ENACE I II III;;;SI;;-4.59133;-81.17659
4650;2007020001;PIURA;TALARA;EL ALTO;EL ALTO;;;SI;;-4.26790051;-81.21912133
4651;2007030001;PIURA;TALARA;LA BREA;NEGRITOS;;;SI;;-4.654396342;-81.30569891
4652;2007030003;PIURA;TALARA;LA BREA;LA BREA;;SI;;;-4.68838;-81.09047
4653;2007030004;PIURA;TALARA;LA BREA;LA DEVORA;;SI;;;-4.61027;-81.15572
4654;2007030009;PIURA;TALARA;LA BREA;LAGUNA ZAPOTAL;SI;;;;-4.599708836;-81.28195018
4655;2007030010;PIURA;TALARA;LA BREA;LA OREJONA;;;SI;;-4.6399356;-81.2931
4656;2007040001;PIURA;TALARA;LOBITOS;LOBITOS;;;SI;;-4.452795329;-81.2777169
4657;2007040002;PIURA;TALARA;LOBITOS;SICHIS;;SI;;;-4.46607;-81.24813
4658;2007050001;PIURA;TALARA;LOS ORGANOS;LOS ORGANOS;;;SI;;-4.179251085;-81.12941313
4659;2007050002;PIURA;TALARA;LOS ORGANOS;PEÑA MALA;;;SI;;-4.130036666;-81.10043167
4660;2007050003;PIURA;TALARA;LOS ORGANOS;VICHAYITOS;;;SI;;-4.145523334;-81.109185
4661;2007050004;PIURA;TALARA;LOS ORGANOS;PUNTA ORGANOS CHICO (LA MESA);;SI;;;-4.1807891;-81.14115
4662;2007050010;PIURA;TALARA;LOS ORGANOS;PUERTO ANTIGUO PLAYA;;;SI;;-4.171249755;-81.12365761
4663;2007050011;PIURA;TALARA;LOS ORGANOS;VICHAYITO NORTE;;;SI;;-4.13867;-81.1054
4664;2007050012;PIURA;TALARA;LOS ORGANOS;VICHAYITO SUR;;;SI;;-4.14492;-81.10839
4665;2004010001;PIURA;MORROPON;CHULUCANAS;CHULUCANAS;;;SI;;-5.096530545;-80.16089549
4666;2004010004;PIURA;MORROPON;CHULUCANAS;PACCHA;;;SI;;-5.011990173;-80.22428434
4667;2004010005;PIURA;MORROPON;CHULUCANAS;CASANAS;;SI;;;-4.9969049;-80.21366
4668;2101050001;PUNO;PUNO;CAPACHICA;CAPACHICA;;;SI;;-15.64195;-69.83083
4669;2101050012;PUNO;PUNO;CAPACHICA;HILATA;;;SI;;-15.63783;-69.82836
4670;2101050014;PUNO;PUNO;CAPACHICA;CHIFRON;;SI;;;-15.63506;-69.81489
4671;2101090002;PUNO;PUNO;MAÑAZO;SAN CRISTOBAL LARIPATA;;;SI;;-15.74049;-70.42328
4672;2101090015;PUNO;PUNO;MAÑAZO;HUNCAYLLANI;;;SI;;-15.77581;-70.34066
4673;2101090016;PUNO;PUNO;MAÑAZO;JATUN MAYO;;;SI;;-15.78872;-70.35031
4674;2101090034;PUNO;PUNO;MAÑAZO;JAHUASQUIPA;;;SI;;-15.81071;-70.33905
4675;2101090035;PUNO;PUNO;MAÑAZO;CANLLACOLLO;;;SI;;-15.79445;-70.32607
4676;2101090038;PUNO;PUNO;MAÑAZO;CALACAMPANA;SI;;;;-15.81441833;-70.32072167
4677;2101090039;PUNO;PUNO;MAÑAZO;TOCCOMARCA;;SI;;;-15.81587;-70.33054
4678;2101010171;PUNO;PUNO;PUNO;ISLA SUMAC PACHA;;SI;;;-15.79597;-69.97995
4679;2101010172;PUNO;PUNO;PUNO;ISLA UROS WIÑAY KOLLANA;;SI;;;-15.80334;-69.98416
4680;2101020016;PUNO;PUNO;ACORA;PARCOCOTA;;SI;;;-15.95473;-69.78952
4681;2101020017;PUNO;PUNO;ACORA;HUILACAYA;;SI;;;-15.95543;-69.80566
4682;2101020018;PUNO;PUNO;ACORA;CHUSAMARCA;;SI;;;-15.9672;-69.82397
4683;2102040094;PUNO;AZANGARO;ASILLO;QUILCA VILUYO;;;SI;;-14.6131;-70.35101
4684;2102100013;PUNO;AZANGARO;SAMAN;CANCOLLA MACHA;;SI;;;-15.27291;-70.03153
4685;2102100014;PUNO;AZANGARO;SAMAN;MACHACA ISLA;;SI;;;-15.27518;-70.02439
4686;2102100015;PUNO;AZANGARO;SAMAN;CCORPA SAMAN (ACCARAPISCO);;SI;;;-15.2956;-70.0053
4687;2102140024;PUNO;AZANGARO;SANTIAGO DE PUPUJA;SULLATA;;;SI;;-15.07472;-70.26468
4688;2102140026;PUNO;AZANGARO;SANTIAGO DE PUPUJA;PARCIALIDAD TITIRI;;SI;;;-15.10031;-70.23957
4689;2003040251;PIURA;HUANCABAMBA;HUARMACA;JUAN VELASCO;;;SI;;-5.577615;-79.52195667
4690;2102010049;PUNO;AZANGARO;AZANGARO;SEGUNDO CHANAJILAHUATA;;SI;;;-14.92541;-70.1876
4691;2102010050;PUNO;AZANGARO;AZANGARO;TERCER SAHUACASI;;SI;;;-14.9318;-70.18643
4692;2102010052;PUNO;AZANGARO;AZANGARO;MUÑATIRA;;;SI;;-14.93612;-70.22126
4693;2102010053;PUNO;AZANGARO;AZANGARO;POMAPATA;;;SI;;-14.93239;-70.20903
4694;2102010054;PUNO;AZANGARO;AZANGARO;SAN FRANCISCO DE CAYRAHUIRI;;;SI;;-14.922435;-70.22892167
4695;2007060001;PIURA;TALARA;MANCORA;MANCORA;;;SI;;-4.106131299;-81.04586113
4696;2007060002;PIURA;TALARA;MANCORA;LAS POCITAS;;;SI;;-4.11196;-81.075405
4697;2008010001;PIURA;SECHURA;SECHURA;SECHURA;;;SI;;-5.55723442;-80.82223563
4698;2008010005;PIURA;SECHURA;SECHURA;MIRAMAR;SI;;;;-5.515559739;-80.82001267
4699;2103040001;PUNO;CARABAYA;COASA;COASA;;;SI;;-13.98923404;-70.01606415
4700;2004010018;PIURA;MORROPON;CHULUCANAS;CRUZ PAMPA-YAPATERA;;;SI;;-5.06179;-80.13882
4701;2101050042;PUNO;PUNO;CAPACHICA;TAMAN;;;SI;;-15.63067;-69.81847
4702;2008010009;PIURA;SECHURA;SECHURA;VIRGEN DE LA LUZ;;;SI;;-5.5455097;-80.81518
4703;2008010013;PIURA;SECHURA;SECHURA;CIUDAD DEL PESCADOR;;;SI;;-5.76879;-80.85345
4704;2008010015;PIURA;SECHURA;SECHURA;PUERTO RICO;;;SI;;-5.82147;-81.03706
4705;2008010030;PIURA;SECHURA;SECHURA;PAN DE AZUFRE;;;SI;;-5.672488307;-80.56578332
4706;2008010038;PIURA;SECHURA;SECHURA;VICHAYO;;SI;;;-5.586539974;-80.80888999
4707;2008020002;PIURA;SECHURA;BELLAVISTA DE LA UNION;SOLEDAD;;;SI;;-5.42246;-80.76112
4708;2008020003;PIURA;SECHURA;BELLAVISTA DE LA UNION;MIRAFLORES;;SI;;;-5.41602;-80.73936
4709;2008020005;PIURA;SECHURA;BELLAVISTA DE LA UNION;ALTO DE LOS SANTIAGOS;;;SI;;-5.425051667;-80.73968
4710;2008020006;PIURA;SECHURA;BELLAVISTA DE LA UNION;VILELA;;SI;;;-5.42637;-80.75343
4711;2008020007;PIURA;SECHURA;BELLAVISTA DE LA UNION;SANTA ANA;;SI;;;-5.435605773;-80.75789231
4712;2008020008;PIURA;SECHURA;BELLAVISTA DE LA UNION;VENECIA DE SAN CLEMENTE;;SI;;;-5.42932;-80.73996
4713;2008020011;PIURA;SECHURA;BELLAVISTA DE LA UNION;LA BOCANA;;;SI;;-5.413861667;-80.744845
4714;2008030001;PIURA;SECHURA;BERNAL;BERNAL;;;SI;;-5.462881165;-80.74233271
4715;2008030002;PIURA;SECHURA;BERNAL;CHEPITO;;;SI;;-5.47258;-80.75402
4716;2008030003;PIURA;SECHURA;BERNAL;CORONADO;;;SI;;-5.47088;-80.73384
4717;2008030006;PIURA;SECHURA;BERNAL;SAN VICTOR;SI;;;;-5.44459;-80.73840333
4718;2008030007;PIURA;SECHURA;BERNAL;SANTA FILOMENA;SI;;;;-5.442726667;-80.729045
4719;2008030013;PIURA;SECHURA;BERNAL;NUEVO VEGA DEL CHICO;;SI;;;-5.44203;-80.72767
4720;2008030014;PIURA;SECHURA;BERNAL;LA FLORIDA;;SI;;;-5.44767;-80.67829
4721;2008030016;PIURA;SECHURA;BERNAL;ALTO EL BRUJO;SI;;;;-5.439735;-80.70165333
4722;2008040003;PIURA;SECHURA;CRISTO NOS VALGA;NUEVO CHUPER;;SI;;;-5.497936667;-80.747195
4723;2004010027;PIURA;MORROPON;CHULUCANAS;LA ENCANTADA;;SI;;;-5.093040577;-80.19991023
4724;2004010052;PIURA;MORROPON;CHULUCANAS;SANTA ROSA (KM.32);;;SI;;-5.14135;-80.35784
4725;2004010053;PIURA;MORROPON;CHULUCANAS;SAN MARTIN (KM. 30);;;SI;;-5.14282;-80.37018
4726;2004010062;PIURA;MORROPON;CHULUCANAS;MOGOTE;SI;;;;-5.107926039;-80.23847062
4727;2004010080;PIURA;MORROPON;CHULUCANAS;LA VIÑA CHICA;;;SI;;-5.057811259;-80.14804385
4728;2101020045;PUNO;PUNO;ACORA;YANAMURE;;SI;;;-15.9991;-69.79129
4729;2101050043;PUNO;PUNO;CAPACHICA;SALLALLIN;;SI;;;-15.63044;-69.82672
4730;2101050044;PUNO;PUNO;CAPACHICA;CHACOMOCO;;SI;;;-15.62126;-69.8418
4731;2101050045;PUNO;PUNO;CAPACHICA;HUAREJON;;SI;;;-15.63146;-69.83441
4732;2101050080;PUNO;PUNO;CAPACHICA;COLLACACHI;;SI;;;-15.65746;-69.8456
4733;2101050082;PUNO;PUNO;CAPACHICA;CAMJATA;;SI;;;-15.61884;-69.83292
4734;2101050086;PUNO;PUNO;CAPACHICA;CCUCHUM CCUCHO;;SI;;;-15.622608;-69.81859
4735;2101060001;PUNO;PUNO;CHUCUITO;CHUCUITO;;;SI;;-15.89437164;-69.88996318
4736;2101060020;PUNO;PUNO;CHUCUITO;BARCO;;;SI;;-15.8837;-69.89426
4737;2101060021;PUNO;PUNO;CHUCUITO;CUSIPATA;;;SI;;-15.88743;-69.90501
4738;2101090094;PUNO;PUNO;MAÑAZO;SAN JUAN DE QUEYRAYA;;;SI;;-15.79728;-70.30939
4739;2101090102;PUNO;PUNO;MAÑAZO;LARIPATA BAJO;;;SI;;-15.75585;-70.32482
4740;2102100017;PUNO;AZANGARO;SAMAN;JASANA GRANDE;;;SI;;-15.33644833;-70.042485
4741;2102100018;PUNO;AZANGARO;SAMAN;ISILLOA;;SI;;;-15.35762;-70.04349
4742;2102100024;PUNO;AZANGARO;SAMAN;ISLA;;SI;;;-15.31804;-70.03311
4743;2102140049;PUNO;AZANGARO;SANTIAGO DE PUPUJA;PUKACCOCHAPATA;;;SI;;-15.11874;-70.24961
4744;2102150021;PUNO;AZANGARO;TIRAPATA;JATUN;;SI;;;-14.94729;-70.40395
4745;2102150030;PUNO;AZANGARO;TIRAPATA;HUATACCOA;;SI;;;-15.0052;-70.35981
4746;2103010001;PUNO;CARABAYA;MACUSANI;MACUSANI;;;SI;;-14.06854497;-70.43110987
4747;2103010022;PUNO;CARABAYA;MACUSANI;CCATACANCHA;;;SI;;-14.02545;-70.44116
4748;2102050018;PUNO;AZANGARO;CAMINACA;SANTA BARBARA;;SI;;;-15.32113;-70.05838
4749;2102100025;PUNO;AZANGARO;SAMAN;PATALLA;;SI;;;-15.30672;-70.01493
4750;2102100031;PUNO;AZANGARO;SAMAN;ISLA SAMAN( ACCARAPISCO);;SI;;;-15.2849;-70.01072
4751;2102100033;PUNO;AZANGARO;SAMAN;DESVIO  SAMAN (ACCARAPISCO);;SI;;;-15.29799;-70.01711
4752;2102110001;PUNO;AZANGARO;SAN ANTON;SAN ANTON;;;SI;;-14.58391401;-70.31708452
4753;2102110002;PUNO;AZANGARO;SAN ANTON;VILLA SAN ANTON;;SI;;;-14.583774;-70.31731
4754;2008010008;PIURA;SECHURA;SECHURA;SANTA ROSA;;SI;;;-5.53307;-80.79761
4755;2102140032;PUNO;AZANGARO;SANTIAGO DE PUPUJA;TORKOPI PAMPA;SI;;;;-15.090075;-70.30362333
4756;2102140036;PUNO;AZANGARO;SANTIAGO DE PUPUJA;IQUILO HUAREJON;;;SI;;-15.12032;-70.26517
4757;2102140039;PUNO;AZANGARO;SANTIAGO DE PUPUJA;CHICCHIPANI;;;SI;;-15.13818;-70.23063
4758;2102140040;PUNO;AZANGARO;SANTIAGO DE PUPUJA;TULAN KETEKETE;;;SI;;-15.13774;-70.2784
4759;2102010146;PUNO;AZANGARO;AZANGARO;BELLAVISTA;;SI;;;-14.92749;-70.21861
4760;2102010149;PUNO;AZANGARO;AZANGARO;PUMAPATA;;;SI;;-14.94858;-70.20473
4761;2102010163;PUNO;AZANGARO;AZANGARO;KAQUENCORANI;;;SI;;-14.90351;-70.20678
4762;2003040026;PIURA;HUANCABAMBA;HUARMACA;CORRAL PAMPA;;;SI;;-5.5331;-79.50526667
4763;2003040043;PIURA;HUANCABAMBA;HUARMACA;LANCHEPAMPA;;;SI;;-5.554153616;-79.51348082
4764;2003040070;PIURA;HUANCABAMBA;HUARMACA;COCHAYUC;;;SI;;-5.586145;-79.50256
4765;2103010057;PUNO;CARABAYA;MACUSANI;JUCHUY MACUSANI;;;SI;;-14.05797;-70.43939
4766;2004010091;PIURA;MORROPON;CHULUCANAS;SAGRADO CORAZON DE JESUS;;;SI;;-5.14319;-80.3701
4767;2005010001;PIURA;PAITA;PAITA;PAITA;;;SI;;-5.085115114;-81.11371621
4768;2005010002;PIURA;PAITA;PAITA;YACILA;;;SI;;-5.13249;-81.16976
4769;2005010003;PIURA;PAITA;PAITA;LOS CANGREJOS;;;SI;;-5.14762363;-81.17077263
4770;2101060023;PUNO;PUNO;CHUCUITO;CHONCORUCO;;;SI;;-15.89448;-69.89836
4771;2101060024;PUNO;PUNO;CHUCUITO;LAYCOMA;;SI;;;-15.89693;-69.89665
4772;2006040127;PIURA;SULLANA;LANCONES;EL DESVIO;;SI;;;-4.634186667;-80.42876
4773;2006040128;PIURA;SULLANA;LANCONES;ZOÑAS;;;SI;;-4.641135;-80.41169333
4774;2006040129;PIURA;SULLANA;LANCONES;PAMPAS QUEMADAS;SI;;;;-4.631961667;-80.36458167
4775;2006040130;PIURA;SULLANA;LANCONES;BOCANA DE PICHONES;;SI;;;-4.65649;-80.35081
4776;2006040171;PIURA;SULLANA;LANCONES;PETROVALLO (PAMPAS DE PASAYO);;SI;;;-4.64898247;-80.38864061
4777;2006050001;PIURA;SULLANA;MARCAVELICA;MARCAVELICA;;;SI;;-4.881607297;-80.70339672
4778;2008040004;PIURA;SECHURA;CRISTO NOS VALGA;CERRITOS;SI;;;;-5.498406667;-80.71852167
4779;2004020007;PIURA;MORROPON;BUENOS AIRES;PAMPA FLORES;SI;;;;-5.19746;-79.92607167
4780;2102110047;PUNO;AZANGARO;SAN ANTON;ESMERALDA;;;SI;;-14.56363;-70.33574
4781;2102110049;PUNO;AZANGARO;SAN ANTON;SAN PEDRO;;;SI;;-14.57086;-70.32694
4782;2102110050;PUNO;AZANGARO;SAN ANTON;HUARACHANI;;;SI;;-14.579839;-70.34013
4783;2102110051;PUNO;AZANGARO;SAN ANTON;VILLA;;;SI;;-14.57708;-70.33309
4784;2102110052;PUNO;AZANGARO;SAN ANTON;PALMERA;;;SI;;-14.57856;-70.33073
4785;2102110053;PUNO;AZANGARO;SAN ANTON;CONGUYO;;;SI;;-14.57447;-70.32661
4786;2102110054;PUNO;AZANGARO;SAN ANTON;CHILLAHUI;;SI;;;-14.58519;-70.30849
4787;2008050004;PIURA;SECHURA;VICE;LETIRA;;;SI;;-5.43920814;-80.80672401
4788;2008050005;PIURA;SECHURA;VICE;BECARA;;;SI;;-5.452963541;-80.80878307
4789;2008050006;PIURA;SECHURA;VICE;SANTA ROSA DE SATUYO;;;SI;;-5.43643;-80.7823
4790;2008050007;PIURA;SECHURA;VICE;SANTA ISABEL;;SI;;;-5.423326666;-80.78872667
4791;2008050008;PIURA;SECHURA;VICE;SANCHEZ;;;SI;;-5.44205;-80.77473
4792;2008050009;PIURA;SECHURA;VICE;SAN LUIS;SI;;;;-5.45625;-80.78282667
4793;2008050010;PIURA;SECHURA;VICE;EL BENDITO;;SI;;;-5.3976054;-80.78487
4794;2008050011;PIURA;SECHURA;VICE;CHALACO ALTO;;;SI;;-5.403411667;-80.75502167
4795;2008060002;PIURA;SECHURA;RINCONADA LLICUAR;SALITRAL;;SI;;;-5.455965;-80.77124167
4796;2008060003;PIURA;SECHURA;RINCONADA LLICUAR;EL IMPULSO;SI;;;;-5.468683333;-80.78224
4797;2008060005;PIURA;SECHURA;RINCONADA LLICUAR;VISTA FLORIDA;SI;;;;-5.485513333;-80.76456
4798;2008060006;PIURA;SECHURA;RINCONADA LLICUAR;MORRONGO;;SI;;;-5.466814236;-80.78018421
4799;2008060007;PIURA;SECHURA;RINCONADA LLICUAR;ISLA;;SI;;;-5.471239973;-80.78365999
4800;2101010001;PUNO;PUNO;PUNO;PUNO;;;SI;;-15.84056299;-70.02796267
4801;2101010003;PUNO;PUNO;PUNO;HUERTA HUARAYA;;;SI;;-15.79664;-70.02057
4802;2101010010;PUNO;PUNO;PUNO;ISLA ESTEVES;;SI;;;-15.82817;-69.9933
4803;2101010012;PUNO;PUNO;PUNO;LECHE PUJO;;;SI;;-15.81271;-70.01777
4804;2102070003;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;OSOCCO;;SI;;;-15.02201;-70.32489
4805;2102070006;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;BALSAPATA;;;SI;;-15.03892;-70.35277
4806;2102070007;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;HUITO BALSAPATA;;SI;;;-15.04787;-70.35106
4807;2102070008;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;KOJRA TINTA PAMPA;;;SI;;-15.05306;-70.33912
4808;2102070017;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;PAMPA BLANCA;;SI;;;-15.04589;-70.32435
4809;2102110055;PUNO;AZANGARO;SAN ANTON;TONCUIRI;;;SI;;-14.58068;-70.30059
4810;2102110058;PUNO;AZANGARO;SAN ANTON;UNION SORATIRA;;;SI;;-14.57715;-70.2878
4811;2102110070;PUNO;AZANGARO;SAN ANTON;LARAMA CHUPA;;;SI;;-14.57395;-70.33072
4812;2102120001;PUNO;AZANGARO;SAN JOSE;SAN JOSE;;;SI;;-14.68211429;-70.15994252
4813;2102120013;PUNO;AZANGARO;SAN JOSE;TUPAC AMARU II;;SI;;;-14.67866;-70.17648
4814;2103010102;PUNO;CARABAYA;MACUSANI;MACHACCOYO;;;SI;;-14.04371;-70.42772
4815;2103060001;PUNO;CARABAYA;CRUCERO;CRUCERO;;;SI;;-14.36122642;-70.02356858
4816;2005020001;PIURA;PAITA;AMOTAPE;AMOTAPE;;;SI;;-4.881544395;-81.01506429
4817;2005020002;PIURA;PAITA;AMOTAPE;EL TAMBO;;;SI;;-4.886922236;-81.00455695
4818;2005020007;PIURA;PAITA;AMOTAPE;LOMA DE LOS PERROS;SI;;;;-4.891238333;-81.01347
4819;2005030001;PIURA;PAITA;ARENAL;ARENAL;;SI;;;-4.88339;-81.02701
4820;2005030002;PIURA;PAITA;ARENAL;NUEVA TAHONA;;SI;;;-4.88901;-81.03743
4821;2005040001;PIURA;PAITA;COLAN;SAN LUCAS (PUEBLO NUEVO DE COLAN);;;SI;;-4.900564451;-81.05676797
4822;2005040003;PIURA;PAITA;COLAN;TAHONA ALTA;;;SI;;-4.90407;-81.05094
4823;2005040005;PIURA;PAITA;COLAN;LAS ARENAS DE COLAN EL TABLAZO;;SI;;;-4.925926667;-81.02425333
4824;2005040007;PIURA;PAITA;COLAN;SAN LUCAS DE COLAN (LA ARENA CHIQUITA);;;SI;;-5.005040158;-81.05840125
4825;2005040009;PIURA;PAITA;COLAN;NUEVO PARAISO;;;SI;;-5.00633;-81.0469
4826;2005050001;PIURA;PAITA;LA HUACA;LA HUACA;;;SI;;-4.91249904;-80.9604177
4827;2005050003;PIURA;PAITA;LA HUACA;EL PORTON;;;SI;;-4.91615;-80.90172
4828;2005050004;PIURA;PAITA;LA HUACA;NOMARA;;;SI;;-4.9141;-80.88337
4829;2005050008;PIURA;PAITA;LA HUACA;FATIMA;;;SI;;-4.91905;-80.88269
4830;2005050009;PIURA;PAITA;LA HUACA;MOGOLLON (NUEVA ESPERANZA);;SI;;;-4.91812;-80.91148
4831;2005050011;PIURA;PAITA;LA HUACA;BUENA VENTURA;;SI;;;-4.92737;-80.98486
4832;2005050013;PIURA;PAITA;LA HUACA;LAS MERCEDES;;SI;;;-4.9337094;-80.87285
4833;2005050014;PIURA;PAITA;LA HUACA;SANTA ROSA;;SI;;;-4.92414;-80.86665
4834;2005060001;PIURA;PAITA;TAMARINDO;TAMARINDO;;;SI;;-4.878343813;-80.97593217
4835;2005060007;PIURA;PAITA;TAMARINDO;NUEVO LIBERTAD;;SI;;;-4.8782461;-80.9866
4836;2005070001;PIURA;PAITA;VICHAYAL;SAN FELIPE DE VICHAYAL;;;SI;;-4.864642617;-81.07085025
4837;2005070006;PIURA;PAITA;VICHAYAL;LAS VALENCIAS;;;SI;;-4.869475;-81.094545
4838;2005070010;PIURA;PAITA;VICHAYAL;LA FORTALEZA;;;SI;;-4.866146667;-81.09267167
4839;2006010001;PIURA;SULLANA;SULLANA;SULLANA;;;SI;;-4.890069743;-80.68737267
4840;2006010023;PIURA;SULLANA;SULLANA;HUANGALA;;;SI;;-4.840037444;-80.60056393
4841;2006010024;PIURA;SULLANA;SULLANA;MONTENEGRO;;SI;;;-4.86207;-80.63275
4842;2006010026;PIURA;SULLANA;SULLANA;SANTA ROSA CIENEGUILLO NORTE;;SI;;;-4.89614;-80.64548
4843;2006050051;PIURA;SULLANA;MARCAVELICA;MALLARITOS;;;SI;;-4.869148736;-80.71772345
4844;2006050053;PIURA;SULLANA;MARCAVELICA;LAS PALMERAS;;SI;;;-4.87621;-80.70503
4845;2006060001;PIURA;SULLANA;MIGUEL CHECA;SOJO;;;SI;;-4.902201625;-80.81543868
4846;2006060002;PIURA;SULLANA;MIGUEL CHECA;JIBITO;;;SI;;-4.904342909;-80.74643449
4847;2006060003;PIURA;SULLANA;MIGUEL CHECA;CHALACO;;;SI;;-4.90619;-80.79743
4848;2006060006;PIURA;SULLANA;MIGUEL CHECA;LA CAPILLA;;;SI;;-4.900251562;-80.73910402
4849;2006060007;PIURA;SULLANA;MIGUEL CHECA;LA ALBORADA;SI;;;;-4.976761667;-80.69854667
4850;2006060008;PIURA;SULLANA;MIGUEL CHECA;SOTO;;;SI;;-4.916596814;-80.82462156
4851;2006070001;PIURA;SULLANA;QUERECOTILLO;QUERECOTILLO;;;SI;;-4.839737004;-80.64879567
4852;2004040001;PIURA;MORROPON;LA MATANZA;LA MATANZA;;;SI;;-5.213868747;-80.09080781
4853;2004040014;PIURA;MORROPON;LA MATANZA;PABUR NUEVO;SI;;;;-5.219041667;-80.071015
4854;2004050001;PIURA;MORROPON;MORROPON;MORROPON;;;SI;;-5.186670179;-79.96945205
4855;2004050010;PIURA;MORROPON;MORROPON;EL CEREZO;SI;;;;-5.156598333;-79.98233167
4856;2004050011;PIURA;MORROPON;MORROPON;RINCONADA ZAPOTAL;;;SI;;-5.172639973;-79.98833999
4857;2004050012;PIURA;MORROPON;MORROPON;ZAPOTAL;;;SI;;-5.177076666;-79.98290333
4858;2004050015;PIURA;MORROPON;MORROPON;SAN LUIS;;;SI;;-5.170508334;-79.95966667
4859;2004050016;PIURA;MORROPON;MORROPON;BOCA NEGRA;;;SI;;-5.18199;-79.9429
4860;2004050017;PIURA;MORROPON;MORROPON;EL CHORRO;;SI;;;-5.18732;-79.95565
4861;2004050019;PIURA;MORROPON;MORROPON;PAMPA HACIENDA;;SI;;;-5.20514;-79.95626
4862;2004050025;PIURA;MORROPON;MORROPON;PIEDRA BLANCA;;SI;;;-5.1678547;-79.99841
4863;2101020214;PUNO;PUNO;ACORA;ISKA PARCOCOTA;;SI;;;-15.97396;-69.7776
4864;2101010109;PUNO;PUNO;PUNO;ISLA QOTA MARKA SAN MIGUEL;;SI;;;-15.79384;-69.98534
4865;2104070143;PUNO;CHUCUITO;ZEPITA;ISCUCHACA;;;SI;;-16.45374;-69.1509
4866;2104070144;PUNO;CHUCUITO;ZEPITA;PAMPA CHUA CHUA;;;SI;;-16.46776;-69.14383
4867;2104070145;PUNO;CHUCUITO;ZEPITA;HUATAPAMPA;;;SI;;-16.46191;-69.15916
4868;2104070146;PUNO;CHUCUITO;ZEPITA;ACOMAYO;;;SI;;-16.44604;-69.16164
4869;2104070147;PUNO;CHUCUITO;ZEPITA;ARBOLEDA;;;SI;;-16.4307;-69.15905
4870;2106070088;PUNO;HUANCANE;TARACO;SUAGACHI;;SI;;;-15.31632;-69.97399
4871;2106070089;PUNO;HUANCANE;TARACO;OSTOKO;;SI;;;-15.31089;-69.96636
4872;2107020064;PUNO;LAMPA;CABANILLA;LORITIA;;;SI;;-15.61241;-70.37264
4873;2107020065;PUNO;LAMPA;CABANILLA;ÑAN CRUCERO;;;SI;;-15.61875;-70.35801
4874;2107020066;PUNO;LAMPA;CABANILLA;OQUECHUPA CCOJE;;;SI;;-15.60923;-70.35301
4875;2106010053;PUNO;HUANCANE;HUANCANE;MUÑAPATA;;SI;;;-15.21625;-69.7426
4876;2106010101;PUNO;HUANCANE;HUANCANE;APACHETA - HUILACUNCA;SI;;;;-15.070765;-69.86158167
4877;2106010106;PUNO;HUANCANE;HUANCANE;HUAYRAPATA TAURAHUTA;;;SI;;-15.09933;-69.821
4878;2106010108;PUNO;HUANCANE;HUANCANE;TACCAÑUTO TAURAHUTA;;;SI;;-15.11444;-69.8193
4879;2106010109;PUNO;HUANCANE;HUANCANE;HUATAPATA QUISHUARANI;;SI;;;-15.10491;-69.80543
4880;2107020075;PUNO;LAMPA;CABANILLA;LAVA DE ROPATA;;;SI;;-15.62191;-70.35791
4881;2107020076;PUNO;LAMPA;CABANILLA;LIZACIA;;;SI;;-15.64508;-70.36914
4882;2107020090;PUNO;LAMPA;CABANILLA;AYRAMPUNI;;;SI;;-15.66601;-70.37877
4883;2107020091;PUNO;LAMPA;CABANILLA;PATAMALO PATA;;;SI;;-15.64805;-70.3739
4884;2107020092;PUNO;LAMPA;CABANILLA;SIPAYA;;;SI;;-15.64296;-70.3736
4885;2107020093;PUNO;LAMPA;CABANILLA;LIZACIA PAMPA;;;SI;;-15.64394;-70.36547
4886;2107020112;PUNO;LAMPA;CABANILLA;ILLPAMAYO;;;SI;;-15.61982;-70.3361
4887;2107020118;PUNO;LAMPA;CABANILLA;TITIRANI PAMPA;;;SI;;-15.62792;-70.37213
4888;2107030011;PUNO;LAMPA;CALAPUJA;CAMAQUEN;;SI;;;-15.29631;-70.23446
4889;2107030013;PUNO;LAMPA;CALAPUJA;MARIA OCCHILI;;SI;;;-15.2901;-70.22103
4890;2107030014;PUNO;LAMPA;CALAPUJA;PAMPA COJINPATI;;SI;;;-15.293324;-70.20991
4891;2107030015;PUNO;LAMPA;CALAPUJA;ANTALLANI;;SI;;;-15.29739;-70.21143
