,nro,ubigeo,region,provincia,distrito,centro_poblado,lat,lon,tecnologia
242,243,203040011,ANCASH,ANTONIO RAYMONDI,CHINGAS,CHAHUARCON,-9.11924,-77.00359,3g
243,244,203040022,ANCASH,ANTONIO RAYMONDI,CHINGAS,HUANCACHACA,-9.12993,-77.0413,3g
244,245,204020029,ANCASH,ASUNCION,ACOCHACA,CONVENTO,-9.10712,-77.37106,4g
245,246,205080001,ANCASH,BOLOGNESI,HUALLANCA,HUALLANCA,-9.8993028,-76.94161346,4g
246,247,204010001,ANCASH,ASUNCION,CHACAS,CHACAS,-9.162145946,-77.36609532,4g
247,248,205010001,ANCASH,BOLOGNESI,CHIQUIAN,CHIQUIAN,-10.15205855,-77.15688463,4g
248,249,205010052,ANCASH,BOLOGNESI,CHIQUIAN,RACRAN,-10.15704833,-77.15623833,4g
249,250,206040030,ANCASH,CARHUAZ,ANTA,PARIAJIRCA,-9.36081,-77.59662,3g
250,251,206010001,ANCASH,CARHUAZ,CARHUAZ,CARHUAZ,-9.281738833,-77.6462884,4g
251,252,206010026,ANCASH,CARHUAZ,CARHUAZ,AMPU,-9.27642,-77.65591,4g
252,253,206010027,ANCASH,CARHUAZ,CARHUAZ,AUQUIPAMPA-AMPU,-9.27941,-77.65475,4g
253,254,206010028,ANCASH,CARHUAZ,CARHUAZ,ARHUEYPAMPA,-9.27663,-77.64366,4g
254,255,206010029,ANCASH,CARHUAZ,CARHUAZ,CAJAMARQUILLA,-9.27741,-77.63851,4g
255,256,206010038,ANCASH,CARHUAZ,CARHUAZ,CHICU,-9.28105,-77.65525,4g
256,257,206010039,ANCASH,CARHUAZ,CARHUAZ,MOLINOPAMPA,-9.28658,-77.64753,3g
257,258,206010044,ANCASH,CARHUAZ,CARHUAZ,HUANCA,-9.29881,-77.63997,3g
258,259,206010046,ANCASH,CARHUAZ,CARHUAZ,IRCAN,-9.30183,-77.64376,3g
259,260,206010047,ANCASH,CARHUAZ,CARHUAZ,COCHAC,-9.29878,-77.64002,3g
260,261,206010050,ANCASH,CARHUAZ,CARHUAZ,HORNUYOC,-9.30401,-77.62716,3g
261,262,206010055,ANCASH,CARHUAZ,CARHUAZ,RAMPAC CHICO,-9.2967,-77.64615,3g
262,263,206020001,ANCASH,CARHUAZ,ACOPAMPA,ACOPAMPA,-9.2944,-77.62578,4g
263,264,206020002,ANCASH,CARHUAZ,ACOPAMPA,QUESHQUIPACHAN,-9.28343,-77.62849,3g
264,265,206020003,ANCASH,CARHUAZ,ACOPAMPA,CANTU,-9.28557,-77.61894,3g
265,266,206020006,ANCASH,CARHUAZ,ACOPAMPA,BELLAVISTA,-9.28619,-77.62458,4g
266,267,206020007,ANCASH,CARHUAZ,ACOPAMPA,OBRAJE,-9.28181,-77.63068,4g
267,268,206020008,ANCASH,CARHUAZ,ACOPAMPA,HUAMAN,-9.28819,-77.61859,3g
268,269,206020012,ANCASH,CARHUAZ,ACOPAMPA,HUANCAPAMPA,-9.29678,-77.62162,3g
269,270,206020013,ANCASH,CARHUAZ,ACOPAMPA,PUNCULLACA BAJO,-9.29668,-77.62795,3g
270,271,207010069,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,BOBADILLA,-9.08952,-77.3146,4g
271,272,207010074,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,TUMPA,-9.09675,-77.33798,4g
272,273,207010083,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,PUCALLPA,-9.09665,-77.33798,4g
273,274,207010084,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,GONTZA GIRCA,-9.09641,-77.33975,4g
274,275,207010085,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,SHEYHUA VILLA SUR,-9.0997,-77.32342,4g
275,276,207010086,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,TUCUSH,-9.10197,-77.32437,3g
276,277,208030012,ANCASH,CASMA,COMANDANTE NOEL,SANTA CRISTINA,-9.46594,-78.35268,3g
277,278,208030013,ANCASH,CASMA,COMANDANTE NOEL,SANTA DELFINA,-9.46219,-78.37247,3g
278,279,206100006,ANCASH,CARHUAZ,TINCO,MULLANA,-9.2684,-77.64907,4g
279,280,206100011,ANCASH,CARHUAZ,TINCO,TOMA,-9.26948,-77.66567,4g
280,281,206100012,ANCASH,CARHUAZ,TINCO,PATY,-9.27103,-77.65554,4g
281,282,206100013,ANCASH,CARHUAZ,TINCO,VISTA ALEGRE,-9.27488,-77.67386,3g
282,283,206100014,ANCASH,CARHUAZ,TINCO,SAN JOSE,-9.27434,-77.67049,3g
283,284,206100015,ANCASH,CARHUAZ,TINCO,PUEBLO VIEJO DE TOMA,-9.27163,-77.66901,4g
284,285,206110002,ANCASH,CARHUAZ,YUNGAR,CHUCHIN,-9.37172,-77.59433,3g
285,286,206110006,ANCASH,CARHUAZ,YUNGAR,JAMASHCA,-9.37974,-77.59964,3g
286,287,206110011,ANCASH,CARHUAZ,YUNGAR,MACRA,-9.383606667,-77.60666167,3g
287,288,206110014,ANCASH,CARHUAZ,YUNGAR,LOS PINOS (GUADALUPE),-9.38465,-77.60521,4g
288,289,208010005,ANCASH,CASMA,CASMA,EL MILAGRO,-9.46078,-78.32956,3g
289,290,208010007,ANCASH,CASMA,CASMA,EL CARMEN,-9.46901,-78.3097,4g
290,291,208010040,ANCASH,CASMA,CASMA,EL ALTO,-9.562353669,-78.26040312,2g
291,292,208010043,ANCASH,CASMA,CASMA,PLAYA GRANDE,-9.76863,-78.23645,3g
292,293,208010044,ANCASH,CASMA,CASMA,RIO SECO,-9.77455273,-78.22133199,4g
293,294,208010046,ANCASH,CASMA,CASMA,CASMA VILLAHERMOSA,-9.461001787,-78.29750987,4g
294,295,208010051,ANCASH,CASMA,CASMA,LA PAMPA,-9.617315184,-78.25788024,3g
295,296,208010054,ANCASH,CASMA,CASMA,KM 359,-9.59349998,-78.25426561,3g
296,297,206060037,ANCASH,CARHUAZ,MARCARA,LA FLORIDA,-9.3319,-77.60381,4g
297,298,207010001,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,SAN LUIS,-9.094463834,-77.32920305,4g
298,299,207010057,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,COCHABAMBA,-9.08051,-77.31884,3g
299,300,207010059,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,SHAJTAY,-9.08018,-77.32762,3g
300,301,209010001,ANCASH,CORONGO,CORONGO,CORONGO,-8.57057358,-77.89811913,4g
301,302,210010001,ANCASH,HUARI,HUARI,HUARI,-9.347383971,-77.17091273,4g
302,303,211010001,ANCASH,HUARMEY,HUARMEY,HUARMEY,-10.06875736,-78.15220252,4g
303,304,211010020,ANCASH,HUARMEY,HUARMEY,TUQUILLO,-10.0175,-78.193,4g
304,305,211010021,ANCASH,HUARMEY,HUARMEY,VISTA ALEGRE,-10.03213,-78.16357,3g
305,306,212040004,ANCASH,HUAYLAS,HUAYLAS,SHUYO,-8.86087,-77.89352,4g
306,307,212040005,ANCASH,HUAYLAS,HUAYLAS,DELICADOS,-8.87107,-77.8903,4g
307,308,211010026,ANCASH,HUARMEY,HUARMEY,MANACHE,-10.06762608,-78.1620987,3g
308,309,211010027,ANCASH,HUARMEY,HUARMEY,ARENAL,-10.07058,-78.13611,3g
309,310,211010028,ANCASH,HUARMEY,HUARMEY,LECHERAL,-10.07437,-78.14713,4g
310,311,211010029,ANCASH,HUARMEY,HUARMEY,HUANCHAQUITO,-10.0797,-78.16599,3g
311,312,211010032,ANCASH,HUARMEY,HUARMEY,PAYPAY CHICO,-10.09394,-78.14309,3g
312,313,211010033,ANCASH,HUARMEY,HUARMEY,9 DE OCTUBRE,-10.09992,-78.14338,3g
313,314,211010034,ANCASH,HUARMEY,HUARMEY,PAYPAY GRANDE,-10.10305,-78.1392,3g
314,315,211010035,ANCASH,HUARMEY,HUARMEY,SAN NICOLAS,-10.0801,-78.15823,4g
315,316,211010045,ANCASH,HUARMEY,HUARMEY,ALTO HUARMEY,-10.08796,-78.15613,3g
316,317,211030001,ANCASH,HUARMEY,CULEBRAS,LA CALETA CULEBRAS,-9.950184747,-78.22204425,4g
317,318,211030004,ANCASH,HUARMEY,CULEBRAS,RIO SECO,-9.79355,-78.212,3g
318,319,211030014,ANCASH,HUARMEY,CULEBRAS,QUITA SOMBERO,-9.93599,-78.20017,3g
319,320,211030015,ANCASH,HUARMEY,CULEBRAS,CASA ROSADA,-9.93967,-78.21786,4g
320,321,211030016,ANCASH,HUARMEY,CULEBRAS,MIRADOR,-9.93398,-78.21099,4g
321,322,212010001,ANCASH,HUAYLAS,CARAZ,CARAZ,-9.04849447,-77.81009266,4g
322,323,212010011,ANCASH,HUAYLAS,CARAZ,YURACOTO,-9.01558,-77.81681,3g
323,324,212010013,ANCASH,HUAYLAS,CARAZ,CAMPIÑA DE YANAHUARA,-9.02742,-77.81693,3g
324,325,212010016,ANCASH,HUAYLAS,CARAZ,ALLAUCA,-9.03658,-77.82038,4g
325,326,212010017,ANCASH,HUAYLAS,CARAZ,SHOCSHA,-9.0317,-77.81174,3g
326,327,212010018,ANCASH,HUAYLAS,CARAZ,TARNA,-9.03439,-77.8064,4g
327,328,212010023,ANCASH,HUAYLAS,CARAZ,CHUNGANA,-9.03908,-77.80921,4g
328,329,212010024,ANCASH,HUAYLAS,CARAZ,ICHIC HUAYLAS,-9.03375,-77.81489,4g
329,330,212010025,ANCASH,HUAYLAS,CARAZ,CUMPAYHUARA (SANTA ROSA),-9.04264,-77.82371,4g
330,331,212010036,ANCASH,HUAYLAS,CARAZ,SAN MIGUEL,-9.060376667,-77.78281167,2g
331,332,212010053,ANCASH,HUAYLAS,CARAZ,INCAHUAIN,-9.01379,-77.81999,3g
332,333,213060011,ANCASH,MARISCAL LUZURIAGA,LLUMPA,PUMPU,-8.94793,-77.37034,3g
333,334,213060012,ANCASH,MARISCAL LUZURIAGA,LLUMPA,SAUCIPUQUIO,-8.94859,-77.36954,3g
334,335,212080063,ANCASH,HUAYLAS,SANTA CRUZ,LUCMA PAMPA,-8.93306635,-77.82942774,3g
335,336,212090011,ANCASH,HUAYLAS,SANTO TORIBIO,RARIO ALTO,-8.86215,-77.90583,3g
336,337,212090013,ANCASH,HUAYLAS,SANTO TORIBIO,NAHUINYACO,-8.87147,-77.90790833,3g
337,338,212040015,ANCASH,HUAYLAS,HUAYLAS,CURCUY,-8.87676,-77.87102,4g
338,339,212080003,ANCASH,HUAYLAS,SANTA CRUZ,COLTAN,-8.8769,-77.81699,4g
339,340,212080012,ANCASH,HUAYLAS,SANTA CRUZ,TUMANA,-8.91751,-77.83978,4g
340,341,212080013,ANCASH,HUAYLAS,SANTA CRUZ,CHIUCA,-8.91866,-77.83981,4g
341,342,213010001,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,PISCOBAMBA,-8.864972258,-77.35734134,4g
342,343,215010019,ANCASH,PALLASCA,CABANA,PASHUL,-8.388832,-78.013415,4g
343,344,215010025,ANCASH,PALLASCA,CABANA,EL MOLINO,-8.3868,-78.00563,4g
344,345,215010049,ANCASH,PALLASCA,CABANA,ARACABO,-8.40055,-78.00817,4g
345,346,213070028,ANCASH,MARISCAL LUZURIAGA,LUCMA,YANASH,-8.92794,-77.3909,4g
346,347,213070048,ANCASH,MARISCAL LUZURIAGA,LUCMA,TAULLI,-8.93807,-77.39981,3g
347,348,213080019,ANCASH,MARISCAL LUZURIAGA,MUSGA,CACHIPAMPA,-8.90128,-77.35315,3g
348,349,213080024,ANCASH,MARISCAL LUZURIAGA,MUSGA,PACHAPAQUI,-8.901738333,-77.359285,4g
349,350,213080026,ANCASH,MARISCAL LUZURIAGA,MUSGA,BUENA VISTA,-8.90801,-77.35178,3g
350,351,213080027,ANCASH,MARISCAL LUZURIAGA,MUSGA,PASCA,-8.90682,-77.34391,4g
351,352,214010001,ANCASH,OCROS,OCROS,OCROS,-10.40348,-77.39686,4g
352,353,302090026,APURIMAC,ANDAHUAYLAS,PACUCHA,LORENSAYOC,-13.61089,-73.34743,4g
353,354,215010001,ANCASH,PALLASCA,CABANA,CABANA,-8.392916984,-78.00907567,4g
354,355,216010187,ANCASH,POMABAMBA,POMABAMBA,PUMACHUCHO ALTO,-8.81156,-77.46841,3g
355,356,216010195,ANCASH,POMABAMBA,POMABAMBA,HUARIJIRCA,-8.82343,-77.47433,4g
356,357,216010213,ANCASH,POMABAMBA,POMABAMBA,AYLAHUAYON,-8.82436,-77.46335,4g
357,358,216020030,ANCASH,POMABAMBA,HUAYLLAN,HUAYCHO,-8.9033,-77.40544,4g
358,359,218060030,ANCASH,SANTA,NEPEÑA,CAYLAN,-9.19046,-78.39089,3g
359,360,220040009,ANCASH,YUNGAY,MATACOTO,ACCLLASH,-9.17475,-77.74924,4g
360,361,220040010,ANCASH,YUNGAY,MATACOTO,HUACHACPAMPA,-9.1759,-77.74795,4g
361,362,220040012,ANCASH,YUNGAY,MATACOTO,ATUN PAMPA,-9.17765,-77.74396,4g
362,363,220040013,ANCASH,YUNGAY,MATACOTO,INCHAN,-9.17935,-77.74885,4g
363,364,218020054,ANCASH,SANTA,CACERES DEL PERU,PACCHA,-8.96682,-78.12780333,3g
364,365,218020083,ANCASH,SANTA,CACERES DEL PERU,POZO RICO,-9.007698333,-78.10427,2g
365,366,218020084,ANCASH,SANTA,CACERES DEL PERU,LA CURVA,-9.007035,-78.108065,2g
366,367,218060031,ANCASH,SANTA,NEPEÑA,LA CUMBRE,-9.195043333,-78.463105,4g
367,368,218060033,ANCASH,SANTA,NEPEÑA,BETA COLORADA,-9.2346406,-78.39117,4g
368,369,218060035,ANCASH,SANTA,NEPEÑA,PAN DE AZUCAR,-9.17781,-78.38871,3g
369,370,218060037,ANCASH,SANTA,NEPEÑA,PUNKURI,-9.15512,-78.30372,3g
370,371,218060042,ANCASH,SANTA,NEPEÑA,SAN PEDRITO,-9.23627,-78.44888,3g
371,372,218070002,ANCASH,SANTA,SAMANCO,VESIQUE,-9.21155,-78.48324,4g
372,373,218070003,ANCASH,SANTA,SAMANCO,SAN PEDRO,-9.23632,-78.4489,3g
373,374,218080002,ANCASH,SANTA,SANTA,NUEVA ESPERANZA,-8.96281,-78.60504,3g
374,375,218080003,ANCASH,SANTA,SANTA,PUENTE SANTA,-8.96729,-78.62114,3g
375,376,218080005,ANCASH,SANTA,SANTA,GUAPO,-8.97425,-78.61934,3g
376,377,218080011,ANCASH,SANTA,SANTA,CASA COLORADA,-8.97764,-78.62182,3g
377,378,218080013,ANCASH,SANTA,SANTA,LA HUACA III ZONA,-8.99411,-78.60287,3g
378,379,218080015,ANCASH,SANTA,SANTA,EL ALTO,-8.9939,-78.59374,3g
379,380,218080017,ANCASH,SANTA,SANTA,SAN LUIS,-9.0035,-78.62093,3g
380,381,218080019,ANCASH,SANTA,SANTA,EL RAMI,-8.969888066,-78.59718362,3g
381,382,218080020,ANCASH,SANTA,SANTA,SAN LUIS DE ESTEFANIA,-9.00599,-78.6273,3g
382,383,218080021,ANCASH,SANTA,SANTA,CASA BLANCA,-9.00659,-78.61839,4g
383,384,218080022,ANCASH,SANTA,SANTA,LA PRIMAVERA,-9.00362,-78.61641,4g
384,385,218080023,ANCASH,SANTA,SANTA,SAN BARTOLO,-8.98858,-78.6168,4g
385,386,218080024,ANCASH,SANTA,SANTA,LA HUACA II ZONA,-8.98916,-78.60804,3g
386,387,218080025,ANCASH,SANTA,SANTA,GUAPO II ZONA,-8.97235,-78.61843,3g
387,388,218090001,ANCASH,SANTA,NUEVO CHIMBOTE,BUENOS AIRES,-9.122059434,-78.53109374,4g
388,389,218090014,ANCASH,SANTA,NUEVO CHIMBOTE,NUEVO AMANECER,-9.16363,-78.50074,3g
389,390,219010001,ANCASH,SIHUAS,SIHUAS,SIHUAS,-8.555581186,-77.630591,4g
390,391,301080062,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,HUAYLLAPAMPA ALTA,-13.508855,-72.82645333,3g
391,392,301080063,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,TICABAMBA,-13.5081,-72.81988,4g
392,393,301090007,APURIMAC,ABANCAY,TAMBURCO,SOCCOSHUAYCCO,-13.60729,-72.86572167,3g
393,394,301090010,APURIMAC,ABANCAY,TAMBURCO,BANCAPATA,-13.61214,-72.8688,4g
394,395,301090023,APURIMAC,ABANCAY,TAMBURCO,ANTABAMBA BAJA,-13.61543,-72.87238,4g
395,396,302010001,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,-13.65603493,-73.38973446,4g
396,397,302010005,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,CUNCATACA,-13.66631,-73.40969,4g
397,398,302070013,APURIMAC,ANDAHUAYLAS,KISHUARA,BELEN ANTA,-13.60874949,-73.154146,4g
398,399,302070019,APURIMAC,ANDAHUAYLAS,KISHUARA,MARCAPATA,-13.627509,-73.14374,4g
399,400,302070020,APURIMAC,ANDAHUAYLAS,KISHUARA,PUMAPATA,-13.62874998,-73.16497998,4g
400,401,302070025,APURIMAC,ANDAHUAYLAS,KISHUARA,TOLTE,-13.633689,-73.14274,4g
401,402,302150009,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,MOYABAMBA BAJA,-13.6511,-73.52127,4g
402,403,302150010,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,NUEVA ESPERANZA,-13.65211,-73.53284,4g
403,404,302150014,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,CCANTUCORRAL,-13.65115,-73.54465,4g
404,405,302150019,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,PACCHIPATA,-13.65844,-73.54835,4g
405,406,302150020,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,HUAYRAS (HUAYRANAPATA),-13.65692,-73.52985,4g
406,407,302150021,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,ALEJO PATA,-13.6563,-73.51176,4g
407,408,302150025,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,RUPASCCA HUASI,-13.65933,-73.54054,3g
408,409,302150027,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,CEÑUACUCHO,-13.66435,-73.51679,3g
409,410,302150042,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,MARAYPAMPA,-13.66059,-73.51385,4g
410,411,216010001,ANCASH,POMABAMBA,POMABAMBA,POMABAMBA,-8.820491553,-77.46033718,4g
411,412,217100010,ANCASH,RECUAY,TICAPAMPA,HUISHCAPATA,-9.74169,-77.44924,4g
412,413,217100012,ANCASH,RECUAY,TICAPAMPA,HICHIC HUISHCA,-9.74369,-77.44911,4g
413,414,218030001,ANCASH,SANTA,COISHCO,COISHCO,-9.022873155,-78.61522646,4g
414,415,220010001,ANCASH,YUNGAY,YUNGAY,YUNGAY,-9.139812349,-77.74488412,4g
415,416,220060009,ANCASH,YUNGAY,RANRAHIRCA,RANRAHIRCA ALTO,-9.16791,-77.71888,4g
416,417,220070004,ANCASH,YUNGAY,SHUPLUY,INCASHI,-9.22352,-77.70199,3g
417,418,301040001,APURIMAC,ABANCAY,CURAHUASI,CURAHUASI,-13.54227448,-72.69589567,4g
418,419,301040007,APURIMAC,ABANCAY,CURAHUASI,SALLAJE,-13.5278,-72.72074,3g
419,420,301040011,APURIMAC,ABANCAY,CURAHUASI,CALZADA,-13.53732,-72.69433,4g
420,421,301040013,APURIMAC,ABANCAY,CURAHUASI,JESUS MARIA,-13.5416,-72.67921,3g
421,422,301040014,APURIMAC,ABANCAY,CURAHUASI,LUCMOS,-13.53728,-72.71213,3g
422,423,301040019,APURIMAC,ABANCAY,CURAHUASI,TAMBO,-13.54405,-72.7188,3g
423,424,302180023,APURIMAC,ANDAHUAYLAS,TURPO,TRAMPA,-13.79205,-73.48067,4g
424,425,302010046,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,SAN MIGUEL DE AYAPATA,-13.65713,-73.39453,4g
425,426,302130003,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,HUASIPARA,-13.64329,-73.35986,3g
426,427,302130006,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,CHACCARAPATA,-13.64958,-73.33415,4g
427,428,302130007,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,ÑAHUIN,-13.65337,-73.33331,3g
428,429,302130008,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,POLTOCSA,-13.64948,-73.34255,4g
429,430,302130010,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SUYLLUACCA,-13.65838,-73.35859,4g
430,431,302130017,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,ANCATIRA,-13.67354,-73.28337,4g
431,432,302130018,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,HUALLUCANCHA,-13.66503333,-73.33560667,4g
432,433,302130019,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,CHACAHUAYCCO,-13.68003,-73.28681,4g
433,434,302130020,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,CHOCCECANCHA,-13.67924,-73.26744,4g
434,435,302130021,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,CUPISA,-13.68151,-73.28163,4g
435,436,302130023,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,YUNCAYA,-13.68666,-73.29676,4g
436,437,302130027,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,ABANCAYHUAYCCO,-13.66526,-73.29723,3g
437,438,218010001,ANCASH,SANTA,CHIMBOTE,CHIMBOTE,-9.074588108,-78.59361026,4g
438,439,218010020,ANCASH,SANTA,CHIMBOTE,LA CRAMARCA BAJA (SANTIAGO ANTUNEZ DE MAYOLO),-8.98828,-78.54447,3g
439,440,218010028,ANCASH,SANTA,CHIMBOTE,HUACA CASTILLO SANTO ANGEL,-8.93603,-78.56536,3g
440,441,218010031,ANCASH,SANTA,CHIMBOTE,ALTO CANAL,-8.95425,-78.56663,3g
441,442,218010032,ANCASH,SANTA,CHIMBOTE,BAJO CANAL,-8.95019,-78.56701,3g
442,443,218010033,ANCASH,SANTA,CHIMBOTE,ALTO PERU,-8.94872,-78.58001,3g
443,444,218010034,ANCASH,SANTA,CHIMBOTE,ARENAL,-8.95247,-78.58212,3g
444,445,218010035,ANCASH,SANTA,CHIMBOTE,CERRO CAILAN,-8.94506,-78.56267,3g
445,446,218010036,ANCASH,SANTA,CHIMBOTE,TAMBO REAL NUEVO,-8.96385,-78.58439,4g
446,447,218010037,ANCASH,SANTA,CHIMBOTE,TAMBO REAL VIEJO,-8.9689,-78.57785,3g
447,448,216010085,ANCASH,POMABAMBA,POMABAMBA,VIÑAUYA,-8.80756,-77.48938,3g
448,449,216010087,ANCASH,POMABAMBA,POMABAMBA,CHACUAPAMPA,-8.81029,-77.49202,3g
449,450,217010001,ANCASH,RECUAY,RECUAY,RECUAY,-9.722084444,-77.45617559,4g
450,451,220010029,ANCASH,YUNGAY,YUNGAY,HUANCHUY,-9.12121,-77.76331,4g
451,452,220010032,ANCASH,YUNGAY,YUNGAY,MAZAC,-9.12831,-77.7475,4g
452,453,302080033,APURIMAC,ANDAHUAYLAS,PACOBAMBA,UCHUBAMBA,-13.61551,-73.0905,3g
453,454,301040024,APURIMAC,ABANCAY,CURAHUASI,PLAZA PAMPA,-13.54555,-72.77948,4g
454,455,301040026,APURIMAC,ABANCAY,CURAHUASI,ROSASPAMPA,-13.55076,-72.73394,3g
455,456,301040028,APURIMAC,ABANCAY,CURAHUASI,SERRANA,-13.54662,-72.78454,4g
456,457,301040029,APURIMAC,ABANCAY,CURAHUASI,CONCACHA,-13.55145,-72.7957,4g
457,458,301070004,APURIMAC,ABANCAY,PICHIRHUA,SALLAC,-13.69342,-72.9997,3g
458,459,220010038,ANCASH,YUNGAY,YUNGAY,PAMPAC,-9.14187,-77.74884,4g
459,460,220010041,ANCASH,YUNGAY,YUNGAY,RUNTU,-9.1416,-77.73958,4g
460,461,220010044,ANCASH,YUNGAY,YUNGAY,ACOBAMBA,-9.14461,-77.74071,4g
461,462,220010045,ANCASH,YUNGAY,YUNGAY,PIQUIP,-9.151251667,-77.75157167,4g
462,463,220010046,ANCASH,YUNGAY,YUNGAY,COCHAHUAIN,-9.1477109,-77.74216,4g
463,464,220010048,ANCASH,YUNGAY,YUNGAY,CAMPO SANTO,-9.14762,-77.73582,4g
464,465,220010049,ANCASH,YUNGAY,YUNGAY,COCHAPAMPA,-9.15213,-77.74487,4g
465,466,220010050,ANCASH,YUNGAY,YUNGAY,TULLPA,-9.15248,-77.74218,4g
466,467,220010051,ANCASH,YUNGAY,YUNGAY,AURA,-9.15625,-77.73323,3g
467,468,220010053,ANCASH,YUNGAY,YUNGAY,UTCUSH,-9.15503,-77.74597,3g
468,469,220010054,ANCASH,YUNGAY,YUNGAY,HUARASCUCHO,-9.16008,-77.73259,3g
469,470,220010055,ANCASH,YUNGAY,YUNGAY,CHUQUIBAMBA,-9.15989,-77.7375,4g
470,471,220010060,ANCASH,YUNGAY,YUNGAY,CAYA,-9.16625,-77.7467,3g
471,472,220010067,ANCASH,YUNGAY,YUNGAY,UCHUCOTO,-9.1634,-77.73006,4g
472,473,220010086,ANCASH,YUNGAY,YUNGAY,SANTA ELENA,-9.1278,-77.75957,3g
473,474,220010087,ANCASH,YUNGAY,YUNGAY,ANCASH,-9.133750435,-77.75333187,4g
474,475,220010088,ANCASH,YUNGAY,YUNGAY,PUNYANPAMPA,-9.13099,-77.75111,4g
475,476,220010095,ANCASH,YUNGAY,YUNGAY,HUANTUCAN,-9.13598,-77.74748,4g
476,477,302090041,APURIMAC,ANDAHUAYLAS,PACUCHA,CHURRUBAMBA ALTA,-13.60348333,-73.373005,4g
477,478,302090042,APURIMAC,ANDAHUAYLAS,PACUCHA,CHURRUBAMBA BAJA,-13.61616,-73.36622,4g
478,479,301040033,APURIMAC,ABANCAY,CURAHUASI,CCOCHARAY,-13.54625,-72.71128,4g
479,480,301040034,APURIMAC,ABANCAY,CURAHUASI,AYAURCO,-13.54425,-72.70248,4g
480,481,301040039,APURIMAC,ABANCAY,CURAHUASI,POTRERO,-13.548514,-72.78071,3g
481,482,301040046,APURIMAC,ABANCAY,CURAHUASI,TOTORAY,-13.57583,-72.78383,3g
482,483,301040093,APURIMAC,ABANCAY,CURAHUASI,HUAYRA CCASA,-13.56682,-72.77877,3g
483,484,302040022,APURIMAC,ANDAHUAYLAS,HUANCARAMA,TAPACCERA,-13.66174,-73.05938,3g
484,485,302040026,APURIMAC,ANDAHUAYLAS,HUANCARAMA,ARCAHUA,-13.66503252,-73.05445579,3g
485,486,302040033,APURIMAC,ANDAHUAYLAS,HUANCARAMA,LAMBRASPATA,-13.67819625,-73.05106118,4g
486,487,302040036,APURIMAC,ANDAHUAYLAS,HUANCARAMA,LOS ANGELES,-13.68298167,-73.03329167,4g
487,488,218010050,ANCASH,SANTA,CHIMBOTE,SANTA CLEMENCIA,-8.9968,-78.53882,3g
488,489,302180011,APURIMAC,ANDAHUAYLAS,TURPO,PARAGUA,-13.77011,-73.48717,4g
489,490,302180014,APURIMAC,ANDAHUAYLAS,TURPO,SAN CRISTOBAL,-13.783625,-73.45987833,2g
490,491,302180017,APURIMAC,ANDAHUAYLAS,TURPO,CANTORPAMPA,-13.78879,-73.48904,4g
491,492,302180018,APURIMAC,ANDAHUAYLAS,TURPO,TORACCA,-13.79103,-73.517,3g
492,493,302180019,APURIMAC,ANDAHUAYLAS,TURPO,BELEN ANTA,-13.78999,-73.49247,4g
493,494,302180020,APURIMAC,ANDAHUAYLAS,TURPO,TICAPATA,-13.78916,-73.47049,3g
494,495,302180021,APURIMAC,ANDAHUAYLAS,TURPO,CCOCHANCCAY,-13.79189,-73.49464,3g
